,Period Code,Cycle ID,B_2,B_3,B_10,B_15,B_16,B_17,B_18,B_19,B_21,B_24,B_25,timestamp,Good/Bad
6542,46,212,0.0032,-0.0002,21.61,47.54,520.87,2388.19,8138.02,8.4549,393.0,38.66,23.1836,04/01/2020 06:30,0
6543,46,213,0.0012,-0.0001,21.61,47.84,521.26,2388.17,8134.11,8.4701,393.0,38.49,23.2152,04/01/2020 06:35,0
6544,46,216,-0.0011,-0.0004,21.61,47.81,521.0,2388.17,8134.67,8.447,393.0,38.6,23.2757,04/01/2020 06:50,0
6545,46,217,0.0005,-0.0004,21.609673913043476,47.83,520.97,2388.12,8135.92,8.4874,394.0,38.58,23.2442,04/01/2020 06:55,0
6546,46,218,2.419354838709679e-05,0.0005,21.61,47.91,520.67,2388.15,8140.89,8.4675,394.0,38.6,23.1174,04/01/2020 07:00,0
6547,46,219,0.0003,0.0005,21.61,47.79,520.47,2388.22,8128.12,8.4757,394.0,38.53,23.1473,04/01/2020 07:05,0
6548,46,220,-0.0049,0.0004,21.61,47.73,520.68,2388.076489361702,8131.88,8.4823,393.0,38.62,23.2802,04/01/2020 07:10,0
6549,46,222,-0.0032,-0.0005,21.61,47.74,521.1,2388.16,8135.91,8.4634,395.0,38.7,23.1989,04/01/2020 07:20,0
6550,46,224,0.002,0.0001,21.61,47.83,520.46,2388.19,8129.72,8.4425,396.0,38.61,23.2332,04/01/2020 07:30,0
6551,46,225,0.0009,0.0002,21.61,47.98,520.97,2388.17,8131.2,8.4772,394.0,38.81,23.1286,04/01/2020 07:35,0
6552,46,226,-0.0022,-0.0001,21.61,47.71,521.12,2388.18,8134.02,8.47,395.0,38.55,23.2365,04/01/2020 07:40,1
6553,46,227,-0.0014,0.0004,21.61,47.91,520.34,2388.25,8134.8,8.4463,397.0,38.873440860215055,23.1443,04/01/2020 07:45,1
6554,46,229,0.0028,0.0001,21.61,47.67,521.53,2388.22,8135.05,8.4753,394.0,38.59,23.215,04/01/2020 07:55,1
6555,46,230,-0.0026,-0.0004,21.61,47.94,520.51,2388.17,8132.47,8.4714,394.0,38.48,23.1996,04/01/2020 08:00,1
6556,46,231,0.0019,0.0004,21.61,47.91,520.75,2388.19,8126.3,8.430996174863388,395.0,38.49,23.324234782608695,04/01/2020 08:05,1
6557,46,232,0.0016,0.0003,21.61,47.67,520.35,2388.22,8131.66,8.4727,395.0,38.59,23.1672,04/01/2020 08:10,1
6558,46,233,-0.0036,0.0001,21.61,47.86,520.15,2388.18,8124.84,8.4751,396.0,38.58,23.1161,04/01/2020 08:15,1
6559,46,234,-0.0021,0.0002,21.61,47.82,520.03,2388.3,8129.47,8.4913,394.0,38.65,23.1071,04/01/2020 08:20,1
6560,46,235,0.0011,0.0003,21.61,48.0,520.94,2388.17,8135.71,8.4789,396.0,38.53,23.1439,04/01/2020 08:25,1
6561,46,236,0.0007,0.0004,21.61,47.82,520.21,2388.2,8126.39,8.5282,393.0,38.69,23.1484,04/01/2020 08:30,1
6562,46,237,0.0015,-0.0004,21.61,48.08,519.74,2388.22,8130.91,8.4685,395.0,38.75,23.2151,04/01/2020 08:35,1
6563,46,238,-0.0004,0.0,21.61,47.98,519.98,2388.23,8131.29,8.4933,395.0,38.75,23.2362,04/01/2020 08:40,1
6564,46,239,0.0017,0.0002,21.61,48.05,520.15,2388.24,8127.51,8.4827,395.0,38.63,23.1421,04/01/2020 08:45,1
6565,46,240,0.0011,-0.0002,21.609673913043476,47.98,520.42,2388.23,8128.39,8.5196,395.0,38.5,23.1914,04/01/2020 08:50,1
6566,46,241,-0.0019,0.0005,21.61,47.67,520.29,2388.21,8128.23,8.5,394.0,38.52,23.0925,04/01/2020 08:55,1
6567,46,242,0.0008,0.0002,21.61,48.07,520.01,2388.16,8125.0,8.4847,396.0,38.68,23.0289,04/01/2020 09:00,1
6568,46,243,-0.0017,-0.0003,21.61,48.13,519.72,2388.28,8126.34,8.5032,395.0,38.49,23.0906,04/01/2020 09:05,1
6569,46,244,0.0005,-0.0001,21.61,47.88,520.39,2388.23,8129.42,8.494,394.0,38.51,22.9421,04/01/2020 09:10,1
6570,46,247,-0.0006,0.0004,21.61,48.06,519.96,2388.25,8125.05,8.4879,396.0,38.49,23.1393,04/01/2020 09:25,1
6571,46,248,0.0011,0.0002,21.61,48.14,520.07,2388.25,8132.02,8.5017,396.0,38.56,23.0529,04/01/2020 09:30,1
6572,46,249,0.005,0.0003,21.61,48.01,519.37,2388.25,8125.79,8.5045,395.0,38.37,23.0572,04/01/2020 09:35,1
6573,46,250,-0.0019,-0.0005,21.61,48.17,519.96,2388.26,8126.87,8.5118,394.0,38.44,23.107,04/01/2020 09:40,1
6574,46,251,-0.0039,0.0004,21.61,48.16,519.82,2388.27,8123.49,8.5302,395.0,38.44,23.0447,04/01/2020 09:45,1
6575,46,252,0.0011,0.0002,21.61,48.23,519.83,2388.26,8126.53,8.4992,397.0,38.68,22.9664,04/01/2020 09:50,1
6576,46,253,-0.0007,0.0003,21.61,48.33,519.95,2388.2,8127.21,8.5271,397.0,38.43,22.9692,04/01/2020 09:55,1
6577,46,255,0.003,-0.0003,21.61,48.29,519.99,2388.26,8120.71,8.5249,396.0,38.4,23.1204,04/01/2020 10:05,1
6578,46,256,0.0023,0.0002,21.61,48.22,519.48,2388.32,8118.01,8.5052,397.0,38.38,23.017,04/01/2020 10:10,1
6580,47,2,0.003,0.0003,21.61,47.14,522.29,2388.01,8146.92,8.3743,392.0,39.01,23.5057,04/01/2020 10:20,0
6581,47,3,0.0032,-0.0003,21.61,47.06,522.82,2387.98,8148.92,8.3818,391.0,39.1,23.4533,04/01/2020 10:25,0
6582,47,4,0.0012,0.0002,21.61,47.12,523.31,2387.95,8148.12,8.3724,390.0,39.2,23.4821,04/01/2020 10:30,0
6583,47,5,0.0019,0.0001,21.61,47.22,522.54,2388.04,8153.72,8.3858,391.0,39.02,23.4283,04/01/2020 10:35,0
6584,47,6,-0.0013,0.0002,21.61,47.26,522.6,2388.02,8143.69,8.3724,392.0,38.93,23.4899,04/01/2020 10:40,0
6585,47,9,-0.0006,-0.0005,21.61,47.29,522.55,2387.96,8147.68,8.4158,392.0,38.85,23.4162,04/01/2020 10:55,0
6586,47,10,0.0009,-0.0005,21.61,47.12,522.09,2388.05,8145.79,8.395,392.0,38.97,23.325713924050632,04/01/2020 11:00,0
6587,47,12,0.0023,0.0002,21.61,47.3,522.16,2387.95,8146.83,8.4187,391.0,38.97,23.3962,04/01/2020 11:10,0
6588,47,13,0.0023,-0.0005,21.61,47.25,522.2,2388.02,8144.05,8.3798,391.0,39.02,23.4168,04/01/2020 11:15,0
6589,47,15,-0.0005,0.0002,21.61,47.24,522.47,2388.02,8144.59,8.3994,390.0,39.03,23.4858,04/01/2020 11:25,0
6590,47,16,1.1538461538461558e-05,0.0,21.6,47.17,521.96,2387.98,8141.08,8.4188,392.0,39.29,23.3971,04/01/2020 11:30,0
6591,47,17,0.0024,0.0002,21.61,46.98,522.83,2388.01,8148.43,8.3896,392.0,38.97,23.4019,04/01/2020 11:35,0
6592,47,20,0.001,-0.0002,21.61,47.27,522.38,2388.03,8140.33,8.4178,391.0,39.07,23.3601,04/01/2020 11:50,0
6593,47,21,0.0013,-0.0003,21.61,47.11,522.78,2388.04,8144.02,8.4339,392.0,39.14,23.3738,04/01/2020 11:55,0
6594,47,23,0.0019,0.0001,21.6,47.21,522.28,2388.01,8144.33,8.3818,392.0,38.99,23.3279,04/01/2020 12:05,0
6595,47,24,-0.0024,-0.0003,21.61,47.2,522.1,2388.03,8144.81,8.3992,390.0,39.05,23.3989,04/01/2020 12:10,0
6596,47,25,1.1538461538461558e-05,0.0003,21.61,47.11,521.76,2388.04,8152.924012738854,8.394,390.0,38.8,23.5406,04/01/2020 12:15,0
6597,47,26,-0.004,-0.0001,21.61,47.27,522.44,2388.0533121019107,8146.25,8.3941,392.0,39.24,23.4711,04/01/2020 12:20,0
6598,47,27,0.0,-0.0004,21.61,46.94,522.45,2388.05,8148.68,8.4026,392.0,39.04,23.4434,04/01/2020 12:25,0
6599,47,28,-0.0011,0.0003,21.61,47.27,522.3,2388.0,8145.29,8.4185,390.0,39.12,23.3532,04/01/2020 12:30,0
6600,47,29,0.0021,0.0004,21.61,47.07,522.27,2387.96,8148.45,8.429008333333332,392.0,39.25,23.369,04/01/2020 12:35,0
6601,47,30,-0.0016,-0.0001,21.61,47.12,522.26,2388.02,8148.28,8.3921,390.0,39.04,23.3996,04/01/2020 12:40,0
6602,47,31,-0.0042,-0.0005,21.61,47.17,522.17,2388.03,8145.65,8.4029,393.0,38.91,23.4207,04/01/2020 12:45,0
6603,47,34,0.0029,-0.0003,21.61,47.12,522.56,2387.99,8143.79,8.3603,393.0,39.22,23.3781,04/01/2020 13:00,0
6604,47,35,0.0,0.0004,21.61,47.38,522.87,2387.98,8146.35,8.4071,392.0,38.98,23.4313,04/01/2020 13:05,0
6605,47,36,-0.0008,0.0,21.6,46.98,522.62,2388.0,8142.98,8.42,393.0,38.93,23.3941,04/01/2020 13:10,0
6606,47,37,0.0008,0.0001,21.61,47.1,522.56,2388.0,8147.49,8.418,391.0,38.99,23.3671,04/01/2020 13:15,0
6607,47,38,0.0013,-0.0003,21.61,47.09,522.08,2388.01,8141.99,8.3858,390.0,39.12,23.4132,04/01/2020 13:20,0
6608,47,40,-0.0009,0.0001,21.61,47.11,521.92,2387.99,8142.03,8.3957,390.0,39.02,23.387,04/01/2020 13:30,0
6609,47,41,0.0026,0.0004,21.61,47.11,522.5,2388.05,8144.65,8.4048,392.64516129032256,39.07,23.4207,04/01/2020 13:35,0
6610,47,42,-0.0007,0.0,21.61,47.26,522.12,2388.01,8149.27,8.4308,391.0,39.11,23.449,04/01/2020 13:40,0
6611,47,44,-0.0027,0.0004,21.61,47.21,522.91,2387.94,8143.71,8.3965,391.0,39.04,23.3873,04/01/2020 13:50,0
6612,47,45,-0.0012,0.0004,21.61,47.03,521.88,2388.01,8148.63,8.3898,392.0,38.99,23.4644,04/01/2020 13:55,0
6613,47,46,-0.0009,-0.0002,21.61,47.25,522.08,2388.06,8146.78,8.4002,391.0,38.99,23.3927,04/01/2020 14:00,0
6614,47,48,0.0017,0.0001,21.61,47.19,522.3,2388.0,8146.12,8.421,392.0,39.04,23.4083,04/01/2020 14:10,0
6615,47,50,0.0003,-0.0004,21.61,47.27,521.773164556962,2388.01,8148.14,8.363,393.0,39.04,23.3386,04/01/2020 14:20,0
6616,47,51,-0.0013,0.0,21.61,47.13,521.58,2387.96,8145.76,8.4041,393.0,39.04,23.4086,04/01/2020 14:25,0
6617,47,52,-0.002,0.0002,21.61,47.31,522.27,2388.02,8143.64,8.3647,392.0,38.94,23.3559,04/01/2020 14:30,0
6618,47,53,0.0029,0.0001,21.61,47.32,522.3,2388.01,8144.15,8.429008333333332,392.0,38.96,23.4945,04/01/2020 14:35,0
6619,47,56,-0.0021,-0.0003,21.6,47.12,522.98,2387.97,8145.71,8.4306,393.0,38.98,23.4253,04/01/2020 14:50,0
6620,47,57,0.0031,0.0,21.61,47.3,522.32,2387.98,8152.924012738854,8.4171,391.0,39.05,23.3678,04/01/2020 14:55,0
6621,47,58,0.0053,0.0003,21.61,47.38,521.97,2388.02,8145.8,8.3847,393.0,38.93,23.4006,04/01/2020 15:00,0
6622,47,60,0.0017,-0.0001,21.61,47.21,522.05,2387.99,8147.23,8.3953,390.0,39.03,23.4252,04/01/2020 15:10,0
6623,47,61,-0.0015,-0.0003,21.61,47.14,522.27,2387.97,8149.28,8.4539,391.0,38.86,23.4099,04/01/2020 15:15,0
6624,47,62,0.0014,-0.0005,21.61,47.21,522.19,2388.01,8152.3,8.4505,392.0,38.86,23.3696,04/01/2020 15:20,0
6625,47,63,0.0011,0.0004,21.6,47.31,522.09,2388.03,8144.24,8.434,392.0,39.07,23.3496,04/01/2020 15:25,0
6626,47,64,-0.0043,0.0004,21.61,47.3,522.3,2388.03,8148.15,8.4057,392.0,38.88,23.4677,04/01/2020 15:30,0
6627,47,66,0.0012,0.0002,21.61,47.13,522.08,2388.02,8146.43,8.4152,391.0,39.01,23.4295,04/01/2020 15:40,0
6628,47,67,0.0011,-0.0005,21.6,47.41,522.43,2387.98,8147.25,8.409,389.0,39.07,23.4957,04/01/2020 15:45,0
6629,47,68,0.0012,-0.0001,21.61,47.28,522.55,2388.0,8146.22,8.4,393.0,38.94,23.4111,04/01/2020 15:50,0
6630,47,69,0.001,-0.0004,21.61,47.41,521.9,2388.02,8152.924012738854,8.3737,390.0,38.98,23.4571,04/01/2020 15:55,0
6631,47,70,0.0011,-0.0001,21.61,47.21,522.28,2388.02,8149.31,8.4088,393.0,39.05,23.3884,04/01/2020 16:00,0
6632,47,73,-0.0027,-0.0002,21.61,47.35,522.09,2388.04,8146.09,8.3851,390.0,39.08,23.4314,04/01/2020 16:15,0
6633,47,74,0.0007,0.0002,21.61,47.29,522.32,2387.96,8146.03,8.3904,392.0,38.85,23.3813,04/01/2020 16:20,0
6634,47,77,0.0008,-0.0004,21.61,47.31,522.18,2388.06,8145.98,8.4292,392.0,38.94,23.3946,04/01/2020 16:35,0
6635,47,78,-0.0003,-0.0001,21.61,47.38,522.18,2388.03,8148.06,8.4037,392.0,38.86,23.4739,04/01/2020 16:40,0
6636,47,79,0.0009,0.0001,21.61,47.25,522.52,2387.96,8150.91,8.3818,393.0,39.17,23.2787,04/01/2020 16:45,0
6637,47,80,-0.0007,-0.0003,21.61,47.06,522.32,2388.05,8147.3,8.4233,390.0,39.16,23.474,04/01/2020 16:50,0
6638,47,81,-0.0045,0.0004,21.61,47.06,522.49,2388.04,8143.47,8.4147,393.0,39.07,23.2813,04/01/2020 16:55,0
6639,47,82,-0.0007,-0.0004,21.61,47.23,522.17,2387.95,8149.27,8.3622,391.0,38.95,23.3219,04/01/2020 17:00,0
6640,47,83,0.0011,0.0003,21.61,47.17,522.8,2388.01,8147.33,8.3872,393.0,38.78,23.3408,04/01/2020 17:05,0
6641,47,84,0.0026,0.0003,21.61,47.34,521.81,2388.08,8148.79,8.4156,392.0,38.91,23.3745,04/01/2020 17:10,0
6642,47,85,0.0005,-0.0001,21.61,47.25,522.5,2387.98,8150.45,8.4275,392.0,38.97,23.325713924050632,04/01/2020 17:15,0
6643,47,86,-0.0003,0.0002,21.6,47.23,522.49,2388.01,8146.45,8.38,392.0,38.93,23.5193,04/01/2020 17:20,0
6644,47,87,-0.0012,0.0004,21.61,47.19,522.3,2388.09,8150.32,8.3813,393.0,39.02,23.3624,04/01/2020 17:25,0
6645,47,90,0.0001,-0.0004,21.61,47.29,522.35,2388.0,8147.48,8.429008333333332,391.0,38.99,23.4356,04/01/2020 17:40,0
6646,47,91,0.0014,0.0,21.6,47.25,522.23,2388.01,8148.66,8.4057,392.0,38.87955696202532,23.3854,04/01/2020 17:45,0
6647,47,93,-0.002,-0.0004,21.61,47.47,522.31,2388.04,8147.24,8.3987,392.0,39.0,23.4203,04/01/2020 17:55,0
6648,47,94,0.0006,-0.0004,21.61,47.52,522.39,2388.01,8149.7,8.4471,393.0,38.95,23.3349,04/01/2020 18:00,0
6649,47,95,-0.0016,0.0002,21.61,47.37,521.5,2388.01,8149.57,8.3654,392.0,39.08,23.3771,04/01/2020 18:05,0
6650,47,99,-0.0003,0.0,21.61,47.34,522.16,2388.07,8152.69,8.4243,393.0,38.86,23.3665,04/01/2020 18:25,0
6651,47,100,0.0047,0.0003,21.61,47.33,522.0,2388.02,8148.84,8.3747,392.0,38.86,23.3906,04/01/2020 18:30,0
6652,47,101,0.0027,0.0003,21.61,47.13,521.61,2387.97,8147.26,8.3987,392.0,38.85,23.4541,04/01/2020 18:35,0
6653,47,104,-0.0012,0.0002,21.61,47.32,521.97,2387.98,8149.91,8.4539,392.0,38.74,23.3257,04/01/2020 18:50,0
6654,47,105,-0.0032,-0.0003,21.61,47.51,521.47,2388.05,8148.29,8.4147,394.0,38.97,23.3703,04/01/2020 18:55,0
6655,47,107,-0.0006,-0.0001,21.61,47.19,522.25,2388.05,8146.8,8.4383,392.0,38.86,23.3731,04/01/2020 19:05,0
6656,47,108,0.0015,0.0003,21.61,47.24,522.34,2388.02,8150.13,8.4292,392.0,38.99,23.3755,04/01/2020 19:10,0
6657,47,109,-0.0038,0.0002,21.61,47.42,522.65,2388.04,8152.9,8.4354,393.0,38.87,23.3895,04/01/2020 19:15,0
6658,47,110,0.0,0.0004,21.61,47.29,522.04,2388.03,8151.6,8.3694,392.0,39.1,23.4281,04/01/2020 19:20,0
6659,47,111,0.0053,0.0002,21.61,47.43,522.14,2388.05,8151.92,8.4228,393.0,38.9,23.231,04/01/2020 19:25,0
6660,47,112,-0.002,0.0001,21.61,47.25,521.81,2388.04,8149.25,8.4182,390.0,38.91,23.3327,04/01/2020 19:30,0
6661,47,113,-0.0027,-0.0005,21.61,47.29,521.78,2388.03,8153.47,8.3905,392.0,38.71,23.3483,04/01/2020 19:35,0
6662,47,114,-0.0081,0.0004,21.61,47.3,522.05,2388.05,8146.16,8.3821,392.0,38.74,23.2997,04/01/2020 19:40,0
6663,47,115,-0.0008,0.0003,21.61,47.44,522.12,2388.01,8149.13,8.4589,392.0,38.98,23.4487,04/01/2020 19:45,0
6664,47,117,0.0023,-0.0001,21.61,47.46,521.84,2388.04,8150.99,8.4116,391.0,38.81,23.3819,04/01/2020 19:55,0
6665,47,118,0.0021,-0.0003,21.61,47.42032051282051,522.47,2388.02,8145.3,8.4615,393.0,38.94,23.3344,04/01/2020 20:00,0
6666,47,119,1.1538461538461558e-05,0.0002,21.61,47.22,521.89,2388.06,8149.41,8.4035,391.0,38.62,23.3157,04/01/2020 20:05,0
6667,47,120,-0.0009,-0.0005,21.61,47.49,521.7,2388.0533121019107,8155.34,8.4271,392.64516129032256,38.84,23.3064,04/01/2020 20:10,0
6668,47,121,-0.0017,-0.0002,21.61,47.42,522.27,2388.08,8147.45,8.4031,392.0,39.06,23.361,04/01/2020 20:15,0
6669,47,122,-0.0016,-0.0005,21.61,47.29,521.96,2388.03,8150.0,8.4332,392.0,39.07,23.2488,04/01/2020 20:20,0
6670,47,123,0.0029,-0.0004,21.61,47.39,522.47,2388.0533121019107,8144.18,8.3917,393.0,38.84,23.2879,04/01/2020 20:25,0
6671,47,125,0.0019,-0.0004,21.61,47.52,521.82,2388.02,8157.34,8.4263,393.0,38.91,23.3462,04/01/2020 20:35,0
6672,47,127,-0.0022,-0.0005,21.61,47.44,522.23,2388.03,8152.18,8.4033,392.0,38.94,23.39,04/01/2020 20:45,0
6673,47,128,0.0016,0.0004,21.61,47.44,522.32,2388.01,8154.51,8.4063,393.0,38.86,23.3346,04/01/2020 20:50,0
6674,47,129,-0.0011,-0.0002,21.61,47.39,521.55,2388.05,8160.18,8.4036,392.0,38.91,23.3945,04/01/2020 20:55,0
6675,47,130,0.0005,-0.0002,21.61,47.36,521.89,2388.05,8147.01,8.3933,394.0,38.92,23.3359,04/01/2020 21:00,0
6676,47,131,-0.0022,-0.0001,21.61,47.57,521.75,2388.07,8148.34,8.4367,393.0,38.87,23.2885,04/01/2020 21:05,0
6677,47,132,-0.0027,-0.0004,21.61,47.52,521.75,2388.07,8153.19,8.4369,394.0,38.91,23.4065,04/01/2020 21:10,0
6678,47,135,0.0024,-0.0005,21.60949685534591,47.35,522.26,2388.09,8152.76,8.433,393.0,38.87955696202532,23.267,04/01/2020 21:25,0
6679,47,136,-0.0011,-0.0002,21.61,47.39,521.46,2388.04,8153.64,8.4401,392.0,38.87,23.379,04/01/2020 21:30,0
6680,47,137,-0.0013,-0.0002,21.61,47.53,521.59,2388.06,8155.36,8.4332,393.0,38.88,23.2847,04/01/2020 21:35,0
6681,47,138,-0.0005,-0.0002,21.61,47.3,521.74,2388.07,8153.67,8.4531,392.0,38.8,23.2686,04/01/2020 21:40,0
6682,47,139,-0.0016,-0.0003,21.61,47.43,521.85,2388.03,8152.77,8.4226,392.0,38.94,23.4256,04/01/2020 21:45,0
6683,47,141,-0.0005,-0.0005,21.61,47.21,521.83,2388.07,8149.85,8.3931,393.0,38.95,23.2914,04/01/2020 21:55,0
6684,47,142,-0.001,0.0,21.61,47.4,521.77,2388.05,8156.88,8.4696,392.0,38.97,23.3538,04/01/2020 22:00,0
6685,47,143,0.002,-0.0005,21.61,47.45,521.69,2388.07,8151.16,8.4398,391.0,38.75,23.4264,04/01/2020 22:06,0
6686,47,144,-0.0009,0.0003,21.61,47.39,521.72,2388.04,8152.3,8.4364,395.0,38.81,23.2299,04/01/2020 22:10,0
6687,47,147,0.0005,0.0004,21.61,47.53,521.37,2388.06,8148.92,8.4211,392.0,38.79,23.2998,04/01/2020 22:25,0
6688,47,148,-0.0004,0.0002,21.61,47.49,521.97,2388.05,8152.77,8.4136,392.0,38.93,23.3257,04/01/2020 22:30,0
6689,47,149,0.0017,-0.0004,21.61,47.37,521.38,2388.02,8153.24,8.4267,392.0,38.93,23.2946,04/01/2020 22:35,0
6690,47,150,-0.0039,-0.0005,21.61,47.4,521.81,2388.12,8157.84,8.4068,393.0,38.91,23.2845,04/01/2020 22:40,0
6691,47,152,-0.0029,0.0,21.61,47.47,521.46,2388.1,8158.18,8.4696,393.0,38.96,23.2933,04/01/2020 22:50,0
6692,47,153,-0.0023,-0.0003,21.61,47.51,521.52,2388.08,8153.71,8.4527,394.0,38.88,23.2103,04/01/2020 22:55,0
6693,47,154,-0.0028,0.0002,21.61,47.61,521.37,2388.08,8155.33,8.422,393.0,38.57,23.3289,04/01/2020 23:00,0
6694,47,155,0.0013,-0.0002,21.61,47.41,521.71,2388.13,8154.09,8.4319,393.0,38.95,23.2409,04/01/2020 23:05,0
6695,47,156,-0.001,-0.0002,21.61,47.47,521.47,2388.05,8157.32,8.4409,393.0,38.88,23.2812,04/01/2020 23:10,0
6696,47,157,0.0041,0.0004,21.61,47.59,521.75,2388.08,8155.52,8.4509,392.0,38.83,23.2543,04/01/2020 23:15,0
6697,47,159,0.0015,0.0003,21.61,47.47,521.36,2388.1,8157.53,8.4692,394.0,38.91,23.3325,04/01/2020 23:25,0
6698,47,160,-0.0014,-0.0004,21.61,47.42032051282051,521.41,2388.05,8154.31,8.4644,393.0,38.86,23.3992,04/01/2020 23:30,0
6699,47,161,0.0029,0.0001,21.61,47.41,521.64,2388.05,8160.76,8.4428,393.0,38.9,23.3298,04/01/2020 23:35,0
6700,47,162,0.0023,-0.0004,21.61,47.66,520.77,2388.0,8152.64,8.429008333333332,395.0,38.84,23.3044,04/01/2020 23:40,0
6701,47,163,-0.0013,0.0,21.61,47.55,521.34,2388.08,8156.38,8.4496,395.0,38.77,23.2309,04/01/2020 23:45,0
6702,47,164,-0.0023,-0.0003,21.61,47.56,520.83,2388.08,8155.72,8.4377,393.0,38.61,23.2545,04/01/2020 23:50,0
6703,47,165,0.0011,0.0002,21.61,47.55,521.29,2388.14,8152.71,8.4393,394.0,38.8,23.307,04/01/2020 23:55,0
6704,47,166,-0.0011,-0.0004,21.61,47.56,520.99,2388.06,8156.58,8.4713,392.64516129032256,38.74,23.2342,04/02/2020 00:00,0
6705,47,168,1.1538461538461558e-05,0.0003,21.61,47.47,521.1,2388.11,8154.13,8.4305,393.0,38.78,23.2023,04/02/2020 00:10,0
6706,47,169,-0.0033,-0.0003,21.61,47.64,520.78,2388.1,8154.99,8.4721,395.0,38.81,23.2177,04/02/2020 00:15,0
6707,47,170,0.0016,0.0001,21.61,47.78,521.02,2388.13,8153.74,8.4712,393.0,38.73,23.2731,04/02/2020 00:20,0
6708,47,171,-0.0006,-0.0002,21.61,47.81,520.96,2388.08,8159.45,8.4754,393.0,38.83,23.2605,04/02/2020 00:25,0
6709,47,173,0.0016,0.0001,21.61,47.74,520.91,2388.15,8162.29,8.4554,394.0,38.73,23.2698,04/02/2020 00:35,0
6710,47,174,-0.0022,-0.0001,21.61,47.76,521.26,2388.11,8159.03,8.4522,394.0,38.56,23.2984,04/02/2020 00:40,0
6711,47,175,0.0003,0.0003,21.61,47.58,521.35,2388.12,8158.32,8.4785,394.0,38.7,23.2637,04/02/2020 00:45,0
6712,47,176,0.0053,-0.0001,21.61,47.72,521.35,2388.09,8166.33,8.42,392.64516129032256,38.66,23.2887,04/02/2020 00:50,0
6713,47,177,0.0038,-0.0004,21.61,47.61,520.94,2388.07,8160.6,8.4529,394.0,38.85,23.2514,04/02/2020 00:55,0
6714,47,178,-0.0026,-0.0001,21.61,47.62,520.75,2388.14,8156.23,8.4533,394.0,38.94,23.2409,04/02/2020 01:00,0
6715,47,181,-0.0035,0.0003,21.61,47.79,521.43,2388.1,8159.96,8.4695,394.0,38.6,23.1514,04/02/2020 01:15,0
6716,47,182,-0.0009,-0.0002,21.61,47.49,520.93,2388.1,8166.77,8.4275,393.0,38.58,23.2178,04/02/2020 01:20,0
6717,47,183,0.0021,0.0002,21.61,47.66,520.93,2388.11,8161.27,8.5075,394.0,38.59,23.1667,04/02/2020 01:25,0
6718,47,184,-0.0004,0.0001,21.61,47.69,520.88,2388.16,8163.05,8.4681,395.0,38.84,23.2984,04/02/2020 01:30,1
6719,47,186,0.0007,-0.0002,21.61,47.85,521.16,2388.11,8167.18,8.4665,395.0,38.77,23.2148,04/02/2020 01:40,1
6720,47,187,0.0031,0.0001,21.61,47.59,520.74,2388.14,8164.27,8.4654,393.0,38.78,23.1375,04/02/2020 01:45,1
6721,47,191,-0.0004,-0.0005,21.61,47.76,520.75,2388.11,8164.28,8.4839,395.0,38.69,23.1444,04/02/2020 02:05,1
6722,47,193,-0.0013,0.0002,21.61,47.77,521.01,2388.11,8167.32,8.4949,394.0,38.58,23.1101,04/02/2020 02:15,1
6723,47,194,0.0038,-0.0002,21.61,47.96,519.99,2388.11,8163.51,8.5068,396.0,38.53,23.1098,04/02/2020 02:20,1
6724,47,196,-0.0009,-0.0002,21.61,47.94,520.67,2388.12,8165.74,8.4911,396.0,38.58,23.1176,04/02/2020 02:30,1
6725,47,197,0.0036,-0.0004,21.61,47.42032051282051,520.44,2388.13,8167.15,8.4904,396.0,38.61,23.1407,04/02/2020 02:35,1
6726,47,198,-0.002,-0.0005,21.61,48.02,520.39,2388.13,8165.76,8.4854,395.0,38.65,23.1176,04/02/2020 02:40,1
6727,47,199,0.0052,0.0004,21.61,47.42032051282051,520.28,2388.15,8165.48,8.4941,394.0,38.62,23.0752,04/02/2020 02:45,1
6728,47,201,0.0004,-0.0005,21.61,48.04,520.53,2388.15,8171.36,8.4752,395.0,38.68,23.1646,04/02/2020 02:55,1
6729,47,202,-0.005,0.0004,21.61,48.07,520.49,2388.2,8170.05,8.4844,395.0,38.66,22.9843,04/02/2020 03:00,1
6730,47,204,0.0032,-0.0004,21.61,48.13,520.23,2388.15,8167.8,8.5228,395.0,38.68,23.1709,04/02/2020 03:10,1
6731,47,205,-0.0069,-0.0001,21.61,47.98,520.43,2388.15,8173.16,8.5473,392.64516129032256,38.56,23.191,04/02/2020 03:15,1
6732,47,206,-0.002,0.0001,21.61,47.96,520.64,2388.15,8166.29,8.4887,396.0,38.42,23.0552,04/02/2020 03:20,1
6733,47,207,-0.0024,-0.0003,21.61,48.13,520.12,2388.23,8176.28,8.5257,396.0,38.36,23.065,04/02/2020 03:25,1
6734,47,208,-0.0006,-0.0005,21.61,48.12,519.5,2388.19,8174.65,8.53,397.0,38.57,23.1465,04/02/2020 03:30,1
6735,47,209,0.0044,0.0,21.61,48.05,521.773164556962,2388.18,8173.07,8.5429,396.0,38.4,23.1393,04/02/2020 03:35,1
6736,47,211,-0.0006,-0.0005,21.61,48.14,520.18,2388.21,8173.23,8.4635,396.0,38.25,23.0423,04/02/2020 03:45,1
6737,47,212,-0.0021,-6.352201257861635e-05,21.61,47.97,520.55,2388.23,8171.29,8.5209,396.0,38.53,23.0345,04/02/2020 03:50,1
