,B_2,B_3,B_10,B_15,B_16,B_17,B_18,B_19,B_21,B_24,B_25,Good/Bad
6164,-0.0034,0.0002,21.61,47.54,520.86,2388.16,8133.52,8.4216,392.0,38.88,23.3443,0
6165,0.0014,0.0005,21.61,47.65,520.93,2388.1,8136.11,8.427225,395.0,38.74,23.2259,0
6166,0.0001,-0.0001,21.61,47.56,521.27,2388.06,8134.8,8.427225,393.0,38.98,23.3185,0
6167,0.0028,0.0005,21.61,47.58,521.23,2388.14,8135.4,8.4477,393.0,38.67,23.254,0
6168,0.0017,-0.0004,21.61,47.6,521.63,2388.11,8131.61,8.449,395.0,38.78,23.3036,0
6169,0.0023,0.0005,21.61,47.46,521.64,2388.13,8134.98,8.412,394.0,38.75,23.3858,0
6170,0.0002,-0.0004,21.61,47.62,520.86,2388.08,8132.26,8.4668,394.0,38.77,23.2027,0
6171,-0.0059,-0.0005,21.61,47.6,520.97,2388.15,8133.37,8.4421,392.64814814814815,38.74,23.2711,0
6172,0.0009,0.0,21.61,47.72,521.36,2388.07,8132.65,8.4706,393.0,38.89,23.2308,0
6173,-0.0018,-0.0002,21.61,47.58,521.52,2388.2,8128.44,8.444,393.0,38.83,23.2724,0
6174,0.0029,0.0004,21.61,47.7,521.72,2388.17,8130.56,8.4378,394.0,38.75,23.3027,0
6175,-0.0004,-0.0001,21.61,47.56,521.34,2388.2,8127.67,8.4472,392.0,38.75,23.221,0
6176,0.0033,0.0002,21.61,47.52,521.686866359447,2388.15,8133.46,8.4656,394.0,38.8,23.1736,0
6177,0.0026,-0.0002,21.61,47.66,521.05,2388.17,8129.67,8.4497,393.0,38.69,23.3146,0
6178,0.0016,-0.0001,21.61,47.46,520.64,2388.12,8133.59,8.4582,393.0,38.94,23.3407,0
6179,0.0005,-0.0001,21.61,47.6,521.03,2388.11,8127.11,8.4467,392.64814814814815,38.96,23.2027,0
6180,0.0005,0.0003,21.61,47.79,521.01,2388.16,8133.52,8.4709,394.0,38.73,23.3371,0
6181,0.003,0.0002,21.61,47.57,520.64,2388.15,8133.13,8.4697,394.0,38.63,23.2138,0
6182,0.0029,0.0004,21.61,47.72,520.34,2388.11,8132.68,8.4483,394.0,38.79,23.2927,0
6183,0.0009,0.0003,21.61,47.79,520.81,2388.2,8129.55,8.4487,395.0,38.7,23.2288,0
6184,0.0009,0.0001,21.61,47.43175925925926,521.04,2388.18,8137.49,8.4781,395.0,38.57,23.1996,0
6185,-5.412844036697247e-05,0.0005,21.61,47.67,521.03,2388.16,8133.52,8.468,392.64814814814815,38.69,23.2373,0
6186,-0.0006,0.0001,21.61,47.61,520.74,2388.14,8127.5,8.4825,395.0,38.58,23.1759,0
6187,0.0002,0.0003,21.61,47.84,520.33,2388.19,8131.66,8.4808,394.0,38.73,23.1204,0
6188,-0.0011,-0.0003,21.61,47.72,520.75,2388.14,8136.259132420091,8.472,393.0,38.66,23.2345,0
6189,0.0005,0.0002,21.61,47.94,520.53,2388.18,8131.65,8.4792,394.0,38.59,23.268,0
6190,-0.0031,0.0004,21.61,47.79,520.79,2388.17,8131.51,8.4292,394.0,38.67,23.1413,1
6191,-0.0036,0.0,21.61,47.86,520.66,2388.25,8129.28,8.4899,393.0,38.45,23.2457,1
6192,-0.0022,0.0001,21.61,47.83,520.66,2388.25,8130.5,8.4771,394.0,38.64,23.139,1
6193,0.0005,0.0002,21.61,47.82,519.88,2388.19,8131.82,8.4957,393.0,38.66,23.1918,1
6194,0.0002,-0.0002,21.61,47.89,520.46,2388.2,8129.32,8.4544,394.0,38.6,23.2397,1
6195,0.0017,0.0002,21.61,47.89,520.82,2388.18,8132.4,8.4563,394.0,38.54,23.1642,1
6196,-0.003,0.0001,21.61,47.78,520.54,2388.23,8121.07,8.5095,396.0,38.65,23.1762,1
6197,0.001,0.0002,21.61,48.01,520.53,2388.22,8123.03,8.5038,396.0,38.57,23.2898,1
6198,0.0018,-0.0004,21.61,47.94,519.9,2388.18,8125.9,8.4583,395.0,38.65,23.1623,1
6199,0.0002,0.0003,21.61,47.7,520.57,2388.0780542986427,8132.45,8.4483,396.0,38.36,23.246,1
6200,0.0012,0.0005,21.61,47.91,521.686866359447,2388.22,8126.62,8.4957,394.0,38.59,23.1847,1
6201,-0.0035,0.0001,21.61,48.08,520.6,2388.25,8128.08,8.4771,395.0,38.65,23.1527,1
6203,0.003,0.0005,21.61,48.07,520.66,2388.15,8128.93,8.49,396.0,38.54,23.178,1
6204,0.0006,0.0001,21.61,48.21,520.47,2388.17,8122.47,8.4957,396.0,38.63,23.1818,1
6205,0.0004,0.0001,21.61,48.15,520.34,2388.27,8126.04,8.4898,395.0,38.63,23.1122,1
6206,0.0049,0.0004,21.61,47.93,519.77,2388.23,8128.88,8.4865,394.0,38.7,23.1928,1
6208,-0.0002,0.0,21.61,47.92,520.03,2388.19,8130.27,8.4755,395.0,38.59,23.1057,1
6209,-0.0008,0.0002,21.61,47.96,519.28,2388.2,8122.55,8.5229,393.0,38.42,23.1375,1
6210,-0.0003,-0.0003,21.61,48.03,519.9,2388.2,8126.02,8.5313,395.0,38.44,23.1149,1
6211,-0.0038,2.0833333333333333e-05,21.61,48.0,520.09,2388.25,8119.34,8.4932,396.0,38.63,23.0751,1
6212,-0.0008,-0.0005,21.61,48.11,520.25,2388.28,8118.91,8.5264,397.0,38.5,23.1028,1
6213,0.0019,-0.0004,21.61,48.13,519.77,2388.25,8127.06,8.5089,395.0,38.51,23.0634,1
6214,0.0013,0.0,21.61,48.22,520.05,2388.22,8126.02,8.5145,396.0,38.59,23.0135,1
6215,-0.0012,0.0004,21.61,48.26,519.23,2388.3,8125.82,8.5085,396.0,38.45,23.0127,1
6216,0.0005,-0.0002,21.61,48.0,519.64,2388.27,8123.25,8.4803,396.0,38.52,23.0058,1
6217,0.0001,2.0833333333333333e-05,21.61,48.1,519.62,2388.3,8124.55,8.5289,397.0,38.4,23.1205,1
6218,0.0022,0.0,21.61,48.08,519.65,2388.25,8128.78,8.5153,394.0,38.48,23.0406,1
6219,-0.0011,-0.0003,21.61,48.04,519.68,2388.3,8118.7,8.5001,396.0,38.29,23.1609,1
6220,0.0023,-0.0001,21.61,48.32,519.88,2388.35,8116.96,8.4871,397.0,38.46,23.0314,1
6221,0.0002,0.0005,21.61,47.68,521.08,2388.14,8124.43,8.4717,393.0,38.79,23.3229,0
6222,-0.0031,0.0001,21.61,47.61,521.68,2388.15,8131.61,8.4412,394.0,38.7095,23.371,0
6223,-0.0024,-0.0002,21.61,47.54,521.37,2388.12,8132.46,8.4176,394.0,38.87,23.3437,0
6224,-0.0009,-0.0001,21.61,47.48,521.69,2388.18,8131.52,8.4113,393.0,38.73,23.278,0
6225,0.003,0.0002,21.61,47.47,521.56,2388.13,8128.1,8.4297,394.0,38.78,23.2464,0
6226,-0.0002,0.0,21.61,47.52,521.41,2388.08,8125.23,8.4464,393.0,38.85,23.271,0
6227,-0.0031,-0.0004,21.61,47.69,521.31,2388.11,8125.77,8.4507,393.0,38.56,23.2722,0
6228,0.0056,-0.0003,21.61,47.66,521.35,2388.17,8132.59,8.4183,393.97752808988764,38.95,23.2828,0
6230,0.0052,-0.0003,21.61,47.78,521.21,2388.1,8126.57,8.4563,394.0,38.82,23.3468,0
6231,0.0004,0.0002,21.61,47.74,520.9676404494382,2388.14,8128.24,8.4175,395.0,38.89,23.3806,0
6232,-0.0026,0.0005,21.61,47.45,520.95,2388.1,8132.71,8.4628,393.0,38.86,23.3214,0
6233,-0.0003,0.0002,21.61,47.44,521.1,2388.14,8126.33,8.4234,392.0,38.71,23.2398,0
6234,0.0006,-0.0001,21.61,47.35,521.57,2388.13,8132.63,8.4608,394.0,38.56,23.3053,0
6235,-0.0002,-0.0003,21.61,47.52,521.49,2388.14,8133.39,8.404,394.0,38.73,23.2958,0
6236,0.0051,0.0001,21.61,47.46,520.99,2388.08,8131.89,8.4164,394.0,38.93,23.3462,0
6237,-0.0008,-0.0001,21.61,47.63,521.44,2388.11,8130.51,8.4677,394.0,38.77,23.2141,0
6238,-0.0006,-0.0002,21.61,47.52,521.54,2388.1,8132.17,8.4542,394.0,38.85,23.4037,0
6239,0.0016,0.0,21.61,47.41,521.77,2388.09,8130.35,8.4351,392.0,38.78,23.1949,0
6240,-0.0012,0.0001,21.61,47.47,521.29,2388.17,8135.19,8.4827,393.0,38.92,23.2388,0
6241,-0.001,-0.0001,21.61,47.38,521.51,2388.12,8127.97,8.3979,395.0,38.69,23.3501,0
6242,0.0011,-0.0004,21.61,47.53,520.96,2388.06,8127.56,8.4311,392.0,38.76,23.4096,0
6243,-0.0024,-0.0004,21.61,47.42,521.61,2388.12,8130.42,8.4518,393.0,38.8,23.2279,0
6244,0.0009,-0.0003,21.61,47.43,521.53,2388.11,8133.12,8.4314,394.0,38.87,23.33,0
6245,-0.0003,0.0002,21.61,47.5,521.37,2388.1,8134.85,8.4596,394.0,38.87,23.3002,0
6246,0.0003,0.0002,21.61,47.48,521.53,2388.13,8130.17,8.4576,392.0,38.84,23.1325,0
6247,-0.0018,0.0,21.61,47.54,520.92,2388.09,8124.48,8.4504,393.0,38.76,23.1795,0
6248,0.0007,0.0001,21.61,47.54,521.72,2388.13,8126.7,8.4369,392.0,38.82,23.2714,0
6249,0.0019,1.8435754189944138e-05,21.61,47.57,521.21,2388.15,8135.9543575419,8.460758757062147,393.0,38.76,23.2873,0
6250,-0.0001,-0.0004,21.61,47.63,520.76,2388.12,8126.31,8.4342,393.0,38.76,23.2309,0
6251,0.0024,0.0,21.61,47.45,521.56,2388.08,8124.44,8.4689,393.0,38.88,23.2711,0
6252,0.0021,0.0005,21.61,47.39,521.26,2388.14,8128.42,8.4956,394.0,38.76,23.3232,0
6253,-0.0033,-0.0001,21.61,47.43,521.45,2388.1,8129.92,8.4495,391.0,38.94,23.32,0
6254,-0.0004,-0.0003,21.61,47.52,521.13,2388.11,8127.84,8.4566,394.0,38.71,23.2476,0
6255,0.0039,-0.0003,21.61,47.56,521.56,2388.11,8134.09,8.4384,392.0,38.81,23.2459,0
6256,-0.0005,0.0001,21.61,47.63,521.59,2388.2,8130.72,8.4476,393.0,38.78,23.2506,0
6257,-0.0029,0.0002,21.61,47.64,520.88,2388.13,8135.9543575419,8.4312,393.0,38.83,23.29,0
6258,0.0023,-0.0005,21.61,47.63,520.85,2388.15,8127.17,8.4144,395.0,38.82,23.2964,0
6259,-0.0036,-0.0003,21.61,47.56,521.49,2388.11,8124.09,8.4624,391.0,38.69,23.2767,0
6260,0.0014,-0.0004,21.61,47.55,520.98,2388.12,8122.4,8.460758757062147,392.0,38.81,23.2703,0
6261,0.0006,-0.0001,21.61,47.53,521.29,2388.08,8133.92,8.460758757062147,394.0,38.88,23.3179,0
6262,-0.0005,0.0004,21.61,47.63,521.16,2388.1,8126.23,8.4389,393.0,38.72,23.2562,0
6263,-0.0016,0.0002,21.61,47.59,521.64,2388.09,8133.25,8.4499,393.0,38.89,23.1593,0
6264,0.0004,0.0003,21.61,47.55,521.36,2388.11,8128.76,8.4456,393.0,38.67,23.1554,0
6265,0.0006,-0.0003,21.61,47.5,521.63,2388.148522727273,8125.71,8.4114,393.0,38.74,23.3292,0
6266,-0.0002,0.0001,21.61,47.54,521.63,2388.13,8135.32,8.451,394.0,39.0,23.2587,0
6267,-0.0022,0.0002,21.61,47.49,521.06,2388.148522727273,8126.78,8.4459,393.0,38.69,23.2743,0
6268,0.0011,0.0,21.61,47.53,521.61,2388.14,8133.26,8.4227,393.0,38.87,23.3041,0
6269,-0.002,-0.0004,21.61,47.64,521.2,2388.15,8131.0,8.457,395.0,38.82,23.2753,0
6270,0.0026,0.0004,21.61,47.54,520.88,2388.07,8130.29,8.4564,392.0,38.7,23.2423,0
6271,-0.0022,0.0005,21.61,47.55,521.42,2388.1,8126.01,8.4368,394.0,38.91,23.3317,0
6272,-0.0019,0.0,21.61,47.64,521.29,2388.11,8132.27,8.4272,394.0,38.72,23.1388,0
6273,-0.0003,0.0002,21.61,47.52,520.95,2388.1,8126.76,8.4523,391.0,38.7095,23.2594,0
6274,-0.0024,-0.0001,21.61,47.49,521.39,2388.14,8127.45,8.4292,393.0,38.7,23.2727,0
6275,0.0001,0.0004,21.61,47.52,521.49,2388.08,8131.48,8.4311,395.0,38.9,23.225,0
6276,-0.0015,-0.0004,21.61,47.7,521.32,2388.14,8125.52,8.4417,393.0,38.65,23.22855193370166,0
6278,0.0009,-0.0003,21.61,47.59,521.35,2388.16,8128.92,8.4474,394.0,38.77,23.3147,0
6279,0.0007,0.0002,21.61,47.64,521.56,2388.14,8133.15,8.4677,393.0,38.99,23.3316,0
6281,-0.0023,-0.0001,21.61,47.4,521.52,2388.07,8128.99,8.4411,395.0,38.94,23.3041,0
6282,0.0044,0.0004,21.61,47.64,521.55,2388.12,8131.03,8.4781,393.0,38.81,23.235,0
6283,-0.0013,-0.0002,21.61,47.8,521.43,2388.13,8138.15,8.4308,393.97752808988764,38.71,23.2673,0
6284,-0.0036,0.0005,21.61,47.7,521.27,2388.14,8132.91,8.4191,393.0,38.96,23.3069,0
6285,1.0439560439560438e-05,0.0002,21.61,47.74,521.44,2388.1,8126.62,8.4316,394.0,38.66,23.2625,0
6286,0.0018,0.0005,21.61,47.56,520.66,2388.15,8122.23,8.44,394.0,38.8,23.2342,0
6287,0.0039,1.8435754189944138e-05,21.61,47.68,521.19,2388.12,8125.43,8.4212,393.0,38.78,23.2917,0
6288,0.0034,0.0003,21.61,47.65,521.23,2388.07,8128.45,8.4208,395.0,38.83,23.241,0
6289,0.0006,1.8435754189944138e-05,21.61,47.51,521.42,2388.12,8129.42,8.4105,391.0,38.85,23.2847,0
6290,-0.0018,0.0001,21.61,47.37,521.3,2388.12,8130.88,8.4617,392.0,38.92,23.3295,0
6291,0.0019,0.0003,21.61,47.713076923076926,521.28,2388.13,8128.61,8.4839,394.0,38.84,23.2256,0
6292,0.0001,0.0005,21.61,47.61,520.98,2388.18,8133.29,8.3846,393.0,38.96,23.2413,0
6293,-0.002,0.0001,21.61,47.69,521.41,2388.15,8122.7,8.4574,394.0,38.84,23.3037,0
6294,-0.0015,-0.0001,21.61,47.48,521.01,2388.16,8133.62,8.4113,393.0,38.87,23.4242,0
6295,0.002,0.0002,21.61,47.58,521.48,2388.13,8140.0,8.4208,394.0,38.64,23.3621,0
6296,0.0005,0.0001,21.61,47.6,521.4,2388.12,8132.14,8.464,393.0,38.59,23.2645,0
6297,0.0033,0.0001,21.61,47.47,521.15,2388.13,8128.29,8.4573,394.0,38.88,23.2737,0
6298,-0.0017,-0.0002,21.61,47.59,520.92,2388.13,8135.88,8.4425,392.0,38.84,23.1274,0
6300,0.0029,-0.0004,21.61,47.65,521.02,2388.14,8136.15,8.443,395.0,38.95,23.2346,0
6301,0.001,0.0002,21.61,47.5,521.34,2388.15,8129.42,8.445,395.0,38.7,23.347,0
6302,0.0015,0.0004,21.61,47.65,521.32,2388.08,8133.77,8.4611,393.0,38.62,23.3497,0
6303,-0.0045,0.0004,21.61,47.66,521.61,2388.14,8131.22,8.4448,393.0,38.84,23.1973,0
6304,-0.0016,0.0005,21.61,47.52,521.01,2388.2,8131.71,8.4174,393.0,38.92,23.2686,0
6305,0.0002,-0.0001,21.61,47.55,521.2,2388.14,8135.36,8.4489,393.0,38.7,23.3047,0
6306,-0.0023,0.0004,21.61,47.73,520.9676404494382,2388.15,8133.36,8.4214,394.0,38.64,23.2206,0
6307,-0.0055,0.0,21.61,47.57,521.22,2388.148522727273,8129.41,8.4559,395.0,38.72,23.199,0
6308,0.0002,-0.0003,21.61,47.87,521.18,2388.14,8137.99,8.4459,394.0,38.73,23.3565,0
6309,0.0034,0.0003,21.61,47.73,520.81,2388.13,8129.06,8.4104,393.0,38.79,23.2882,0
6310,-0.0003,0.0002,21.61,47.48,521.34,2388.13,8134.85,8.4427,392.0,38.84,23.3455,0
6311,0.0021,-0.0002,21.61,47.57,520.95,2388.15,8137.23,8.4706,392.0,38.73,23.1774,0
6312,-0.0017,0.0001,21.61,47.52,521.42,2388.2,8132.91,8.4738,393.0,38.8,23.2609,0
6313,0.0031,0.0,21.61,47.44,521.25,2388.148522727273,8130.01,8.4672,392.0,38.85,23.1859,0
6314,-0.0015,-0.0004,21.61,47.53,520.82,2388.13,8130.63,8.4531,393.0,38.7,23.1766,0
6315,0.0007,-0.0001,21.61,47.74,521.17,2388.13,8133.89,8.4458,394.0,38.86,23.2536,0
6316,-0.0014,0.0003,21.61,47.8,520.88,2388.13,8138.63,8.466,392.0,38.67,23.224,0
6317,-0.0021,0.0002,21.61,47.78,521.33,2388.14,8140.24,8.4606,393.0,38.75,23.2715,0
6318,-0.0035,0.0005,21.61,47.74,521.35,2388.17,8133.31,8.445,395.0,38.63,23.2593,0
6319,1.0439560439560438e-05,0.0001,21.61,47.62,521.05,2388.11,8131.97,8.4415,393.0,38.59,23.2357,0
6320,0.0026,0.0001,21.61,47.75,521.5,2388.14,8132.82,8.4579,394.0,38.73,23.2031,0
6321,-0.002,-0.0004,21.61,47.64,521.05,2388.1,8127.44,8.4534,394.0,38.65,23.3606,0
6322,0.0014,0.0005,21.61,47.72,520.87,2388.15,8134.47,8.4393,394.0,38.73,23.3052,0
6323,-0.0015,0.0002,21.61,47.68,521.43,2388.11,8137.59,8.4561,394.0,38.78,23.2069,0
6324,0.0013,0.0005,21.61,47.74,521.03,2388.17,8131.78,8.4495,393.0,38.84,23.2273,0
6325,-0.0006,0.0001,21.61,47.86,521.25,2388.16,8131.02,8.4513,394.0,38.63,23.1943,0
6326,0.0,-0.0002,21.61,47.6,520.92,2388.17,8136.75,8.4463,393.0,38.66,23.2868,0
6327,0.0001,0.0004,21.61,47.59,520.96,2388.16,8138.93,8.4763,394.0,38.76,23.2579,0
6328,0.0005,-0.0004,21.61,47.67,520.97,2388.14,8134.6,8.4691,393.97752808988764,38.9,23.3524,0
6329,0.0011,0.0003,21.61,47.72,520.98,2388.13,8133.76,8.4089,392.0,38.75,23.2752,0
6330,0.0011,-0.0003,21.61,47.68,520.95,2388.18,8136.61,8.4465,393.0,38.6,23.1122,0
6331,0.0011,0.0002,21.61,47.54,521.35,2388.14,8133.06,8.4797,394.0,38.71,23.2641,0
6332,0.0003,-0.0002,21.61,47.51,521.04,2388.14,8135.23,8.4346,393.0,38.78,23.2421,0
6333,0.0023,0.0001,21.61,47.72,520.95,2388.17,8133.59,8.4656,394.0,38.74,23.2313,0
6334,-0.0028,-0.0004,21.61,47.62,521.0,2388.1,8140.75,8.4453,394.0,38.83,23.2744,0
6335,0.0054,-0.0001,21.61,47.8,521.2,2388.15,8132.33,8.4947,393.97752808988764,38.63,23.2113,0
6336,0.0007,0.0,21.61,47.87,521.03,2388.148522727273,8133.01,8.4373,393.0,38.75,23.2187,0
6337,0.0006,0.0004,21.61,47.71,521.1,2388.2,8131.79,8.4616,394.0,38.86,23.2261,0
6338,0.003,0.0005,21.61,48.01,521.28,2388.09,8133.93,8.4897,393.0,38.7095,23.286,0
6339,0.0011,-0.0004,21.61,47.62,521.09,2388.15,8137.83,8.4807,395.0,38.72,23.2872,0
6340,-0.0022,0.0002,21.61,47.74,520.8,2388.19,8133.72,8.4746,394.0,38.68,23.1447,0
6341,-0.0035,0.0002,21.61,47.58,520.99,2388.12,8135.07,8.4977,393.0,38.76,23.1846,0
6342,0.0021,-0.0005,21.61,47.65,520.74,2388.17,8135.15,8.4707,393.0,38.72,23.2185,0
6343,-0.0001,0.0003,21.61,47.71,520.75,2388.19,8136.61,8.4612,396.0,38.71,23.1669,0
6344,-0.0011,0.0001,21.61,47.74,520.82,2388.17,8137.47,8.4699,395.0,38.75,23.2803,0
6345,-0.0032,0.0,21.61,47.55,521.1,2388.14,8134.59,8.4861,394.0,38.59,23.1752,0
6347,0.0001,0.0001,21.61,47.51,520.63,2388.18,8133.59,8.448,393.0,38.7,23.22855193370166,0
6348,0.002,0.0004,21.61,47.67,520.78,2388.14,8135.59,8.4648,393.0,38.45,23.174,0
6349,-0.0046,0.0004,21.61,47.81,520.73,2388.148522727273,8133.86,8.4635,393.0,38.52,23.2761,0
6350,0.0008,0.0,21.61,47.7,520.69,2388.15,8138.6,8.4462,393.0,38.84,23.1326,0
6351,-0.0021,-0.0004,21.61,47.81,520.71,2388.07,8137.25,8.460758757062147,394.0,38.64,23.2128,0
6352,-0.0033,0.0004,21.61,47.74,520.84,2388.148522727273,8137.2,8.4794,394.0,38.64,23.2253,0
6353,-0.0011,-0.0004,21.61,47.8,521.11,2388.15,8137.22,8.4672,393.0,38.47,23.3179,0
6354,-0.0011,-0.0003,21.61,47.87,520.83,2388.15,8141.62,8.4176,396.0,38.76,23.3021,0
6355,0.0002,0.0002,21.61,48.02,520.93,2388.17,8138.82,8.4974,393.0,38.7,23.1736,0
6356,0.0012,0.0001,21.61,47.69,520.73,2388.17,8139.59,8.4619,396.0,38.72,23.0896,0
6357,0.0004,-0.0001,21.61,47.7,520.6,2388.17,8134.65,8.4465,395.0,38.7095,23.2006,0
6358,0.0001,-0.0004,21.61,47.79,521.23,2388.14,8135.84,8.4779,393.97752808988764,38.52,23.1638,0
6359,-0.0011,0.0,21.61,47.83,521.24,2388.17,8142.07,8.4708,394.0,38.63,23.137,0
6361,0.0,0.0003,21.61,47.83,520.78,2388.15,8134.66,8.4927,393.0,38.72,23.1835,0
6362,-0.0014,-0.0003,21.61,47.713076923076926,520.99,2388.23,8146.8,8.5028,395.0,38.66,23.2004,0
6363,0.0017,-0.0001,21.61,47.98,520.79,2388.12,8148.47,8.4774,396.0,38.71,23.2323,0
6364,0.0056,0.0005,21.61,47.85,521.03,2388.2,8136.23,8.4474,395.0,38.59,23.2716,0
6365,0.0005,-0.0004,21.61,47.86,521.04,2388.17,8139.74,8.4731,395.0,38.55,23.1409,0
6366,-0.0012,0.0005,21.61,47.85,520.67,2388.16,8140.26,8.4833,395.0,38.69,23.2742,0
6367,-0.0023,-0.0003,21.61,47.86,521.15,2388.19,8139.57,8.4825,394.0,38.69,23.278,0
6368,0.0025,-0.0001,21.61,47.72,520.62,2388.17,8144.06,8.4777,395.0,38.61,23.2173,0
6369,-0.0012,-0.0002,21.61,47.61,520.9676404494382,2388.12,8141.68,8.4888,395.0,38.58,23.2535,0
6370,0.0009,-0.0001,21.61,47.88,520.67,2388.2,8138.53,8.4758,393.0,38.61,23.2106,0
6371,-0.0016,0.0,21.61,47.93,520.39,2388.19,8144.03,8.4651,395.0,38.53,23.1815,0
6372,0.0021,0.0,21.61,47.78,520.9676404494382,2388.15,8141.92,8.4842,395.0,38.65,23.1338,0
6373,-0.004,0.0002,21.61,47.76,520.23,2388.21,8135.9543575419,8.4905,395.0,38.42,23.0981,0
6374,0.0005,0.0003,21.61,47.88,520.9676404494382,2388.14,8137.89,8.4771,395.0,38.67,23.1298,0
6375,-0.0005,-0.0003,21.61,47.71,520.38,2388.18,8139.65,8.4572,395.0,38.48,23.2381,0
6376,-0.0056,1.8435754189944138e-05,21.61,47.9,520.74,2388.11,8145.43,8.4965,395.0,38.65,23.1552,0
6377,-0.0006,-0.0004,21.61,47.82,520.9676404494382,2388.17,8142.08,8.468,393.0,38.64,23.2297,0
6378,0.0004,0.0001,21.61,47.93,520.52,2388.18,8142.12,8.5064,396.0,38.56,23.1026,0
6379,-0.0016,-0.0004,21.61,47.94,519.69,2388.17,8142.11,8.4864,396.0,38.46,23.1657,0
6380,-0.0004,0.0002,21.61,47.86,520.24,2388.17,8146.88,8.4829,393.97752808988764,38.47,23.0734,0
6381,0.002,-0.0001,21.61,48.12,520.11,2388.18,8150.09,8.4795,397.0,38.61,23.1756,1
6382,0.0008,0.0003,21.61,47.94,521.11,2388.21,8149.07,8.4925,394.0,38.47,23.248,1
6383,-0.0007,-0.0005,21.61,47.88,520.14,2388.21,8138.44,8.4907,396.0,38.77,23.0088,1
6384,0.0002,-0.0003,21.61,47.99,520.61,2388.17,8144.57,8.5228,395.0,38.71,23.2542,1
6385,-0.0011,0.0001,21.61,48.05,520.64,2388.21,8147.39,8.5018,395.0,38.61,23.0816,1
6386,0.0009,-0.0002,21.61,47.95,519.98,2388.24,8152.16,8.5067,395.0,38.67,23.066,1
6387,-0.0013,-0.0003,21.61,47.95,520.09,2388.19,8147.12,8.460758757062147,396.0,38.49,23.11,1
6388,0.0006,0.0001,21.61,48.1,520.21,2388.19,8147.31,8.4841,395.0,38.69,23.0624,1
6389,0.0012,0.0001,21.61,47.76,520.13,2388.19,8149.31,8.5271,395.0,38.57,23.22855193370166,1
6390,-0.0003,0.0002,21.61,48.11,520.81,2388.21,8150.55,8.460758757062147,395.0,38.57,23.1431,1
6391,-0.0041,-0.0005,21.61,48.02,520.21,2388.19,8144.99,8.4753,396.0,38.54,23.2284,1
6392,-0.0016,-0.0004,21.61,48.05,519.91,2388.2,8135.9543575419,8.5169,395.0,38.44,23.0351,1
6393,0.0011,-0.0001,21.61,48.17,520.13,2388.21,8149.42,8.4917,396.0,38.46,23.0737,1
6394,0.0019,0.0001,21.61,47.99,519.9,2388.22,8150.37,8.5494,395.0,38.64,23.1118,1
6395,-0.0012,0.0005,21.61,48.04,520.43,2388.17,8151.34,8.4674,396.0,38.54,23.1733,1
6396,0.0014,0.0004,21.61,47.93,520.0,2388.2,8151.65,8.4987,395.0,38.59,23.156,1
6397,-0.0003,-0.0002,21.61,48.15,519.85,2388.19,8150.67,8.4842,397.0,38.49,22.9933,1
6398,-0.0006,0.0003,21.61,48.14,519.83,2388.26,8150.02,8.460758757062147,397.0,38.51,23.0393,1
6399,0.0,-0.0005,21.61,48.09,520.05,2388.28,8150.75,8.49,396.0,38.43,23.0918,1
6400,0.0006,0.0003,21.61,48.1,520.41,2388.18,8153.95,8.5034,397.0,38.61,23.1649,1
6401,0.0029,0.0005,21.61,48.0,519.93,2388.16,8150.6,8.5359,398.0,38.46,23.0849,1
6402,0.0027,1.8435754189944138e-05,21.61,47.9,519.93,2388.17,8154.16,8.488,395.0,38.54,23.0462,1
6403,0.0004,-0.0004,21.61,48.23,520.09,2388.24,8154.37,8.5098,395.0,38.62,23.1186,1
6404,0.002,-0.0002,21.61,48.3,520.37,2388.23,8156.38,8.474,395.0,38.47,23.2104,1
6406,0.0027,0.0001,21.61,48.18,520.02,2388.148522727273,8152.81,8.5223,397.0,38.39,23.0851,1
6407,-0.0018,-0.0004,21.61,48.02,520.29,2388.21,8153.27,8.5203,395.0,38.52,23.0518,1
6408,0.0012,0.0004,21.61,48.1,519.72,2388.21,8135.9543575419,8.5276,396.0,38.58,23.0711,1
6409,0.0016,-0.0003,21.61,48.23,520.03,2388.2,8154.47,8.5147,397.0,38.47,23.1576,1
6410,-0.0012,0.0001,21.61,48.14,519.72,2388.21,8158.32,8.549,397.0,38.48,23.0643,1
6411,0.0013,-0.0003,21.61,48.53,519.65,2388.21,8156.17,8.5372,396.0,38.3,23.1225,1
6412,7.015706806282722e-05,0.0003,21.61,47.21,522.49,2388.03,8145.03,8.3918,390.0,38.9,23.5107,0
6413,0.004,0.0004,21.6,47.22,523.16,2387.99,8138.39,8.42348989361702,391.0,38.96,23.2986,0
6414,0.0021,0.0003,21.609052631578948,47.16,521.7,2388.0,8142.27,8.3713,391.0,39.0,23.2993,0
6415,0.0001,0.0005,21.61,47.08,522.57,2387.95,8142.49,8.3884,391.0,39.01,23.4489,0
6416,0.0036,0.0004,21.61,47.06,522.2,2387.98,8148.44,8.3859,391.0,38.98,23.3944,0
6417,0.0009,3.386243386243386e-05,21.61,47.16,521.89,2388.01,8146.01,8.3591,390.0,39.11,23.4429,0
6418,-0.0042,0.0004,21.6,47.02,522.13,2388.01,8142.59,8.3696,392.0,38.87,23.4763,0
6419,0.0003,0.0004,21.61,47.01,522.11,2387.98,8144.77,8.4009,391.0,38.96,23.443,0
